Title,Artists,Song URL
il Tech,Jack Harlow,https://open.spotify.com/track/3ioJs8DQw527GmqJIp5gZG
Tom's Diner,"AnnenMayKantereit, Giant Rooks",https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
Lonely Boy (The tattoo on my ring finger),TOMORROW X TOGETHER,https://open.spotify.com/track/6AOrC7t2WS5ykYcnoHpiS2
We Don't Talk About Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz
I Got A Shot,Jack Harlow,https://open.spotify.com/track/5hNsSrWcClSp0tg4Jdd4UY
I'd Do Anything To Make You Smile,Jack Harlow,https://open.spotify.com/track/7Bot6AB2dsvZEyqzUL8AUH
Movie Star (feat. Pharrell Williams),"Jack Harlow, Pharrell Williams",https://open.spotify.com/track/3u8bblcJtOxxmGzJrviWLp
Talk Of The Town,Jack Harlow,https://open.spotify.com/track/7qFtkIa3KfhJAlWLVE1GCI
Parent Trap (feat. Justin Timberlake),"Jack Harlow, Justin Timberlake",https://open.spotify.com/track/4obgLgDkkjoGpRMa9lyFWW
2step (feat. Lil Baby),"Ed Sheeran, Lil Baby",https://open.spotify.com/track/2UN0lp72LAusrXi8LLVomt
Numb Little Bug,Em Beihold,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
İmdat,cakal,https://open.spotify.com/track/123hB20IVD2yw1NMIgrqb3
Love Me More,Sam Smith,https://open.spotify.com/track/16MQETUgqXwY4lZcyRafU3
sun and moon,anees,https://open.spotify.com/track/769Ld8demNhMgVLAQcjTDn
I'M DAT N****,Future,https://open.spotify.com/track/0AAVJIN4plafvmNKqRCltG
LOVE YOU BETTER,Future,https://open.spotify.com/track/4XJRpBOG0bU3Nxnvam3FnC
FOR A NUT (feat. Gun & Young Thug),"Future, Gun, Young Thug",https://open.spotify.com/track/7HCX1Ch3mklJyEdpwPZBFW
Chance,Paulo Londra,https://open.spotify.com/track/2SJZdZ5DLtlRosJ2xHJJJa
MASSAGING ME,Future,https://open.spotify.com/track/2tzgSUZOUKopYbRqQOVT8X
Ain't Shit,Doja Cat,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
Soy El Unico,Yahritza Y Su Esencia,https://open.spotify.com/track/6HJIZUOiZDE814XMhRGSZN
Super Gremlin,Kodak Black,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem
Hold That Heat (feat. Travis Scott),"Southside, Future, Travis Scott",https://open.spotify.com/track/6OrTKLtcF7EBayOV2QqkSK
pushin P (feat. Young Thug),"Gun, Future, Young Thug",https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb
