Title,Artists,Danceability,Energy,Loudness_fixed,Speechiness,Acousticness,Instrumentalness,Valence,Song URL,Cluster
Lovers Rock,TV Girl,0.559,0.871,-5.338,0.04,0.0,0.005,0.572,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM,4
We Found Love,"Rihanna, Calvin Harris",0.734,0.766,-4.485,0.038,0.025,0.001,0.6,https://open.spotify.com/track/1zv3WFUbZ5vPxFq9I2jAU1,0
Do I Wanna Know?,Arctic Monkeys,0.548,0.532,-7.596,0.032,0.186,0.0,0.405,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst,4
Cupido,TINI,0.913,0.584,-5.263,0.223,0.521,0.0,0.627,https://open.spotify.com/track/04ndZkbKGthTgYSv3xS7en,3
Shape of You,Ed Sheeran,0.825,0.652,-3.183,0.08,0.581,0.0,0.931,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0
UNFORGIVEN (feat. Nile Rodgers),"LE SSERAFIM, Nile Rodgers",0.795,0.875,-4.079,0.053,0.111,0.0,0.375,https://open.spotify.com/track/51vRumtqbkNW9wrKfESwfu,0
Efecto,Bad Bunny,0.801,0.475,-8.797,0.052,0.141,0.0,0.234,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx,3
Save Your Tears,The Weeknd,0.68,0.826,-5.487,0.031,0.021,0.0,0.644,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,0
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",0.529,0.673,-4.711,0.175,0.0,0.0,0.366,https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe,4
Sial,Mahalini,0.563,0.431,-6.784,0.039,0.89,0.0,0.196,https://open.spotify.com/track/6dXiWwFrcGieqnoLYzPNp5,2
MIENTRAS ME CURO DEL CORA,KAROL G,0.523,0.477,-6.786,0.392,0.855,0.0,0.57,https://open.spotify.com/track/6otePxalBK8AVa20xhZYVQ,1
When I Was Your Man,Bruno Mars,0.601,0.271,-8.688,0.04,0.937,0.0,0.411,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI,2
Stargirl Interlude,"The Weeknd, Lana Del Rey",0.715,0.47,-12.638,0.077,0.353,0.092,0.426,https://open.spotify.com/track/5gDWsRxpJ2lZAffh5p7K0w,3
Unstoppable,Sia,0.468,0.779,-4.839,0.078,0.112,0.0,0.26,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa,4
Cha Cha Cha,Käärijä,0.718,0.791,-5.572,0.045,0.002,0.003,0.743,https://open.spotify.com/track/5RX8T3EoTuXcybAxe6oPAw,0
Creep,Radiohead,0.515,0.43,-9.935,0.037,0.01,0.0,0.104,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r,4
The Color Violet,Tory Lanez,0.645,0.534,-0.0108,0.048,0.157,0.0,0.463,https://open.spotify.com/track/3azJifCSqg9fRij2yKIbWz,4
Something Just Like This,"The Chainsmokers, Coldplay",0.617,0.635,-6.769,0.032,0.05,0.0,0.446,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,4
I Was Never There,"The Weeknd, Gesaffelstein",0.323,0.737,-4.008,0.034,0.142,0.0,0.155,https://open.spotify.com/track/1cKHdTo9u0ZymJdPGSh6nq,4
PROVENZA,KAROL G,0.87,0.517,-7.918,0.048,0.576,0.006,0.54,https://open.spotify.com/track/3HqcNJdZ2seoGxhn0wVNDK,3
The Real Slim Shady,Eminem,0.949,0.661,-4.244,0.057,0.03,0.0,0.76,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR,0
All Of The Girls You Loved Before,Taylor Swift,0.718,0.467,-0.00966,0.04,0.707,0.0,0.396,https://open.spotify.com/track/4P9Q0GojKVXpRTJCaL3kyy,3
Shake It Off,Taylor Swift,0.647,0.8,-5.384,0.165,0.065,0.0,0.942,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,0
METAMORPHOSIS,INTERWORLD,0.593,0.641,-12.727,0.099,0.426,0.901,0.147,https://open.spotify.com/track/2ksyzVfU0WJoBpu8otr4pz,2
Sunroof,"Nicky Youre, dazy",0.768,0.714,-0.00511,0.04,0.352,0.0,0.842,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8,0
Superman,"Eminem, Dina Rae",0.802,0.755,-3.138,0.056,0.022,0.0,0.58,https://open.spotify.com/track/4woTEX1wYOTGDqNXuavlRC,0
I AM,IVE,0.683,0.875,-4.866,0.055,0.012,0.0,0.384,https://open.spotify.com/track/70t7Q6AYG6ZgTYmJWcnkUM,4
Every Breath You Take,The Police,0.82,0.452,-9.796,0.035,0.543,0.003,0.74,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,3
Wake Me Up,Avicii,0.532,0.783,-5.697,0.052,0.004,0.001,0.643,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,4
Shut up My Moms Calling,Hotel Ugly,0.485,0.409,-10.711,0.101,0.325,0.0,0.376,https://open.spotify.com/track/3hxIUxnT27p5WcmjGUXNwx,2
Lover,Taylor Swift,0.359,0.543,-7.582,0.092,0.492,0.0,0.453,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,2
Demons,Imagine Dragons,0.505,0.71,-3.015,0.032,0.19,0.0,0.428,https://open.spotify.com/track/5qaEfEh1AtSdrdrByCP7qR,4
Shivers,Ed Sheeran,0.788,0.859,-2.724,0.086,0.281,0.0,0.822,https://open.spotify.com/track/3xWGA8pa0IKFI7IMPri4P0,0
MERCHO,"LiL CaKe, Migrantes, Nico Valdi",0.838,0.79,-1.602,0.108,0.431,0.0,0.962,https://open.spotify.com/track/1DxEbt6OSbrkRthk6pjZue,0
Car's Outside,James Arthur,0.338,0.562,-7.181,0.029,0.039,0.0,0.259,https://open.spotify.com/track/0otRX6Z89qKkHkQ9OqJpKt,4
Un Finde | CROSSOVER #2,"Big One, FMK, Ke Personajes",0.499,0.519,-8.199,0.06,0.109,0.0,0.848,https://open.spotify.com/track/3tiJUOfAEqIrLFRQgGgdoY,0
Ditto,NewJeans,0.814,0.641,-5.957,0.111,0.027,0.0,0.183,https://open.spotify.com/track/3r8RuvgbX9s7ammBn07D3W,3
Say You Won't Let Go,James Arthur,0.358,0.557,-7.398,0.059,0.695,0.0,0.494,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2
One Dance,"Drake, Wizkid, Kyla",0.792,0.625,-5.609,0.054,0.008,0.002,0.37,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,3
You Proof,Morgan Wallen,0.732,0.839,-5.007,0.035,0.265,0.0,0.629,https://open.spotify.com/track/5W4kiM2cUYBJXKRudNyxjW,0
The Night We Met,Lord Huron,0.544,0.369,-9.514,0.038,0.969,0.279,0.102,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU,2
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",0.625,0.916,-3.704,0.046,0.309,0.0,0.746,https://open.spotify.com/track/3PH1nUysW7ybo3Yu8sqlPN,0
Erro Gostoso - Ao Vivo,Simone Mendes,0.588,0.893,-2.743,0.087,0.176,0.0,0.626,https://open.spotify.com/track/51pxwIxDVCbFHW8oyJFQXD,0
Igualito a Mi Apá,"Fuerza Regida, Peso Pluma",0.758,0.812,-3.272,0.085,0.188,0.0,0.795,https://open.spotify.com/track/17js0w8GTkTUFGFM6PYvBd,0
Oi Balde - Ao Vivo,Zé Neto & Cristiano,0.67,0.668,-6.411,0.046,0.601,0.0,0.552,https://open.spotify.com/track/3mzbab4H0iZYkHggSEj0UX,3
No Se Va - En Vivo,Grupo Frontera,0.594,0.527,-9.335,0.034,0.121,0.0,0.692,https://open.spotify.com/track/23Lyy7ZXRvzfgH4JtDkKrX,3
Leão,Marília Mendonça,0.743,0.865,-3.897,0.032,0.449,0.0,0.794,https://open.spotify.com/track/53PpijFATt35Zxfl6LTxoK,0
DESPECHÁ,ROSALÍA,0.914,0.622,-6.538,0.089,0.146,0.0,0.77,https://open.spotify.com/track/53tfEupEzQRtVFOeZvk7xq,0
X SI VOLVEMOS,"KAROL G, Romeo Santos",0.794,0.807,-3.447,0.326,0.334,0.0,0.575,https://open.spotify.com/track/4NoOME4Dhf4xgxbHDT7VGe,1
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",0.791,0.862,-0.00324,0.11,0.037,0.0,0.592,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,0
En Paris,"El Chachito, Junior H",0.702,0.483,-0.00799,0.052,0.366,0.0,0.769,https://open.spotify.com/track/1Fuc3pBiPFxAeSJoO8tDh5,0
MATHEMATICAL DISRESPECT,Lil Mabu,0.795,0.507,-0.00806,0.303,0.061,0.0,0.48,https://open.spotify.com/track/0Ymjv0OJeIIPXr6s9wi3iW,1
Shorty Party,"Cartel De Santa, La Kelly",0.928,0.468,-8.196,0.364,0.328,0.0,0.47,https://open.spotify.com/track/55ZATsjPlTeSTNJOuW90pW,1
Duas Três,"Guilherme & Benuto, Ana Castela, Adriano Rhod",0.656,0.842,-3.746,0.201,0.574,0.0,0.721,https://open.spotify.com/track/0redQHBfejmPUhonR5ppGC,0
War Bout It (feat. 21 Savage),"Lil Durk, 21 Savage",0.732,0.6,-9.057,0.241,0.004,0.0,0.436,https://open.spotify.com/track/4muwDurKeVOB1WBjTVRWlD,1
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",0.756,0.582,-7.726,0.034,0.059,0.0,0.605,https://open.spotify.com/track/1fXnu2HzxbDtoyvFPWG3Bw,3
Gangsta's Paradise,"Coolio, L.V.",0.647,0.514,-0.01005,0.059,0.066,0.0,0.386,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p,4
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",0.663,0.319,-13.481,0.038,0.69,0.001,0.193,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h,2
The Best,Tina Turner,0.662,0.737,-0.00954,0.03,0.108,0.019,0.744,https://open.spotify.com/track/6pPWRBubXOBAHnjl5ZIujB,0
Friesenjung,"Ski Aggu, Joost, Otto Waalkes",0.79,0.979,-4.637,0.117,0.018,0.0,0.898,https://open.spotify.com/track/6tAKikIvnoWfUeZrfkopLL,0
Mourning,Post Malone,0.596,0.651,-4.604,0.033,0.097,0.0,0.255,https://open.spotify.com/track/0gWrMbx6pbdH3n3nsLjE55,4
What's Love Got to Do with It - 2015 Remaster,Tina Turner,0.855,0.48,-8.902,0.059,0.254,0.0,0.798,https://open.spotify.com/track/3ErsOxqe2RmXkR65wkygDz,3
"You're On Your Own, Kid",Taylor Swift,0.696,0.396,-10.289,0.066,0.401,0.0,0.38,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t,3
Pelle Coat,Lil Durk,0.747,0.565,-8.859,0.096,0.004,0.0,0.395,https://open.spotify.com/track/6KlqjCLNImX7W9zYt2Xa7D,3
Lose Yourself,Eminem,0.686,0.735,-4.616,0.264,0.009,0.001,0.06,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1,4
Late Night Talking,Harry Styles,0.714,0.728,-4.595,0.047,0.298,0.0,0.901,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK,0
Proud Mary,Tina Turner,0.397,0.499,-10.972,0.069,0.077,0.0,0.367,https://open.spotify.com/track/6gJdDnF2TzfA1WPMXuCa3x,4
We Don't Need Another Hero (Thunderdome),Tina Turner,0.69,0.674,-5.866,0.047,0.2,0.006,0.714,https://open.spotify.com/track/50XXRUFNjs85P0MjCZ1c9X,0
Never Felt So Alone,Labrinth,0.436,0.409,-4.438,0.053,0.499,0.0,0.363,https://open.spotify.com/track/6unndO70DvZfnXYcYQMyQJ,2
Cosas De La Vida,Eros Ramazzotti,0.622,0.626,-8.822,0.028,0.054,0.0,0.49,https://open.spotify.com/track/0z3Voyxi0FH0SQBc7c4wri,3
Queen of Kings,Alessandra,0.563,0.908,-0.00425,0.087,0.07,0.0,0.171,https://open.spotify.com/track/14LdhxElpZS0rKVV4nxtdA,4
In the End,Linkin Park,0.556,0.864,-0.00587,0.058,0.01,0.0,0.4,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,4
Why'd You Only Call Me When You're High?,Arctic Monkeys,0.691,0.631,-6.478,0.037,0.048,0.0,0.8,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,0
Pink + White,Frank Ocean,0.545,0.545,-7.362,0.107,0.667,0.0,0.549,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8,2
Wish You The Best,Lewis Capaldi,0.676,0.461,-0.00359,0.03,0.555,0.0,0.466,https://open.spotify.com/track/3gdPwk2wyOXNRnTA1KXnEr,3
Circles,Post Malone,0.695,0.762,-3.497,0.04,0.192,0.002,0.553,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,0
Conexões de Máfia (feat. Rich The Kid),"Matuê, Rich The Kid",0.771,0.577,-6.944,0.046,0.393,0.0,0.691,https://open.spotify.com/track/3ktTWpYdXrYApH54cBo4Ap,3
Save Your Tears (Remix) (with Ariana Grande),"The Weeknd, Ariana Grande",0.65,0.825,-4.645,0.033,0.022,0.0,0.593,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX,0
The Planet,BTS,0.665,0.848,-3.619,0.071,0.0,0.0,0.687,https://open.spotify.com/track/4IJsVXbSeGPUrgwpVoHmlg,0
Have You Ever Seen The Rain,Creedence Clearwater Revival,0.741,0.697,-7.028,0.028,0.066,0.0,0.774,https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU,0
Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,0.737,0.725,-7.989,0.041,0.417,0.001,0.746,https://open.spotify.com/track/3B228N0GxfUCwPyfNcJxps,0
I Love You So,The Walters,0.575,0.648,-4.891,0.036,0.583,0.0,0.466,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,4
Shut Down,BLACKPINK,0.818,0.69,-5.119,0.045,0.003,0.0,0.688,https://open.spotify.com/track/7gRFDGEzF9UkBV233yv2dc,0
Cupid,FIFTY FIFTY,0.774,0.66,-0.0082,0.033,0.662,0.0,0.961,https://open.spotify.com/track/5mg3VB3Qh7jcR5kAAC4DSV,0
Así Lo Quiso Dios,"Eslabon Armado, Luis R Conriquez",0.698,0.664,-4.027,0.041,0.302,0.0,0.747,https://open.spotify.com/track/6X5WZbJzXtk6aO03HlxuZ9,0
PUNTO G,Quevedo,0.751,0.761,-4.113,0.15,0.251,0.0,0.553,https://open.spotify.com/track/4WiQA1AGWHFvaxBU6bHghs,0
Pacas De Billetes,Natanael Cano,0.718,0.726,-0.00591,0.04,0.089,0.0,0.925,https://open.spotify.com/track/3IMuuBcKSeFqQSlF2XluA1,0
Un Cigarrillo,Chencho Corleone,0.781,0.774,-4.477,0.187,0.133,0.0,0.762,https://open.spotify.com/track/4k7CNPArKLf4QuvGfMeHDk,0
Say Yes To Heaven - Sped Up,Lana Del Rey,0.499,0.448,-9.961,0.029,0.856,0.054,0.183,https://open.spotify.com/track/2f5WkystuejnBzgV18GTGa,2
My Universe,"Coldplay, BTS",0.573,0.711,-6.268,0.041,0.011,0.0,0.47,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI,4
SLUT ME OUT,NLE Choppa,0.938,0.606,-6.396,0.419,0.117,0.0,0.706,https://open.spotify.com/track/0WoVfPjxsf9MTvPt9ptqeE,1
LA CANCIÓN,"J Balvin, Bad Bunny",0.754,0.646,-5.795,0.317,0.152,0.0,0.429,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,1
Haegeum,Agust D,0.697,0.837,-2.651,0.304,0.313,0.0,0.831,https://open.spotify.com/track/4bjN59DRXFRxBE1g5ne6B1,0
Made You Look,Meghan Trainor,0.838,0.525,-3.562,0.067,0.345,0.0,0.884,https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u,0
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version","Jimin, JVKE, Kodak Black, NLE Choppa, Muni Long",0.782,0.533,-7.677,0.263,0.369,0.0,0.215,https://open.spotify.com/track/5qyjy0xfsHNzWxvXkHVB85,1
Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",0.686,0.897,-0.00718,0.039,0.01,0.103,0.355,https://open.spotify.com/track/0FA4wrjDJvJTTU8AepZTup,4
Set Me Free Pt.2,Jimin,0.585,0.815,-4.165,0.057,0.115,0.0,0.564,https://open.spotify.com/track/59hBR0BCtJsfIbV9VzCVAp,0
Call Out My Name,The Weeknd,0.461,0.593,-4.954,0.036,0.17,0.0,0.175,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,4
Take Me To Church,Hozier,0.566,0.664,-5.303,0.046,0.634,0.0,0.437,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI,4
Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",0.898,0.676,-5.196,0.187,0.14,0.0,0.742,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV,0
Super,SEVENTEEN,0.771,0.88,-4.091,0.086,0.162,0.0,0.347,https://open.spotify.com/track/3AOf6YEpxQ894FmrwI9k96,0
hotline (edit),Billie Eilish,0.516,0.254,-16.027,0.059,0.816,0.855,0.304,https://open.spotify.com/track/0WFryfbNKPXVtVQlz5dZ8H,2
Unicorn,Noa Kirel,0.681,0.868,-5.499,0.095,0.022,0.0,0.282,https://open.spotify.com/track/6dUregFbvUNqHP5nphqesK,4
Mejor Que Yo,"Anuel AA, DJ Luian, Mambo Kingz",0.624,0.655,-4.177,0.055,0.18,0.0,0.565,https://open.spotify.com/track/1VsHc0qIeyjYOyvN5HIEQG,0
Dark Red,Steve Lacy,0.603,0.784,-4.023,0.062,0.446,0.0,0.769,https://open.spotify.com/track/3EaJDYHA0KnX88JvDhL9oa,0
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",0.654,0.948,-3.672,0.055,0.3,0.0,0.706,https://open.spotify.com/track/0SCMVUZ21uYYB8cc0ScfbV,0
Rosa Pastel,"Peso Pluma, Jasiel Nuñez",0.702,0.68,-5.451,0.037,0.24,0.0,0.86,https://open.spotify.com/track/4LreWoO3cpgiIfrRwbOUSF,0
Due Vite,Marco Mengoni,0.635,0.541,-6.157,0.031,0.4,0.0,0.133,https://open.spotify.com/track/4eI0ncpnZuv4A3ssTJRSDY,3
Like Crazy (English Version),Jimin,0.623,0.755,-5.386,0.042,0.003,0.0,0.32,https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG,4
Di Que Sí,"Grupo Marca Registrada, Grupo Frontera",0.571,0.584,-0.00538,0.05,0.074,0.0,0.783,https://open.spotify.com/track/0pliiCOWPN0IId8sXAqNJr,0
LA INOCENTE,"Mora, Feid",0.757,0.789,-0.00346,0.058,0.307,0.0,0.464,https://open.spotify.com/track/5jt25aFjW2kNoBqaEVaz5W,0
Gato de Noche,"Ñengo Flow, Bad Bunny",0.892,0.662,-3.894,0.162,0.169,0.0,0.607,https://open.spotify.com/track/54ELExv56KCAB4UP9cOCzC,0
Mami Chula,"Jhayco, Quevedo",0.796,0.701,-3.599,0.045,0.215,0.0,0.325,https://open.spotify.com/track/4aJzxp3gimtAdgJn3DL776,3
Double Fantasy (with Future),"The Weeknd, Future",0.6,0.567,-7.269,0.033,0.006,0.0,0.095,https://open.spotify.com/track/4VMRsbfZzd3SfQtaJ1Wpwi,4
Curtains,Ed Sheeran,0.5,0.757,-6.542,0.052,0.099,0.0,0.443,https://open.spotify.com/track/6ZZf5a8oiInHDkBe9zXfLP,4
Something in the Orange,Zach Bryan,0.369,0.192,-12.151,0.04,0.555,0.0,0.148,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI,2
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",0.57,0.589,-5.378,0.049,0.075,0.0,0.796,https://open.spotify.com/track/0kzN7YAMSbmlHOvxlbQW9y,0
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, LISA",0.763,0.699,-6.118,0.055,0.008,0.0,0.255,https://open.spotify.com/track/5HrIcZOo1DysX53qDRlRnt,3
Spicy,aespa,0.757,0.898,-1.247,0.067,0.014,0.0,0.842,https://open.spotify.com/track/1ULdASrNy5rurl1TZfFaMP,0
Don't ever say love me (feat. RM of BTS),"Colde, RM",0.543,0.475,-6.502,0.054,0.355,0.0,0.187,https://open.spotify.com/track/34o6gteNy2T5rieA0xYAgo,4
Peaches,Jack Black,0.698,0.312,-0.0109,0.048,0.797,0.0,0.419,https://open.spotify.com/track/4w9soAM7IrmYDhSXLp14p6,2
El Gavilán,"Luis R Conriquez, Tony Aguirre, Peso Pluma",0.724,0.684,-4.413,0.071,0.144,0.004,0.729,https://open.spotify.com/track/4ygQ5wSuzzNRevVjup1qV2,0
MONEY,LISA,0.831,0.554,-9.998,0.218,0.161,0.0,0.396,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q,3
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",0.774,0.748,-7.086,0.035,0.331,0.006,0.714,https://open.spotify.com/track/3gfSH9aYZbyGjdmbeoWliw,0
Dijeron Que No La Iba Lograr,"Chino Pacas, Fuerza Regida",0.703,0.791,-6.792,0.066,0.255,0.0,0.759,https://open.spotify.com/track/7dR09k1an5JEq7ch0Y5hvV,0
Mas Rica Que Ayer,"Anuel AA, Mambo Kingz, DJ Luian",0.818,0.666,-5.319,0.076,0.343,0.0,0.529,https://open.spotify.com/track/3XjvMZqm2AQ8thMCD6w9w2,3
Moscow Mule,Bad Bunny,0.804,0.674,-5.453,0.033,0.294,0.0,0.292,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO,3
Não Vitalício (Nunca Mais) - Ao Vivo,"Matheus & Kauan, Mari Fernandez",0.418,0.925,-2.941,0.385,0.396,0.0,0.627,https://open.spotify.com/track/4sqpSDnTrbS8v7RMNCUyqS,1
El Tsurito,"Junior H, Peso Pluma, Gabito Ballesteros",0.662,0.801,-6.397,0.086,0.256,0.0,0.827,https://open.spotify.com/track/1piak4R3yW4otWWyaSqyCH,0
LosT,Bring Me The Horizon,0.396,0.939,-3.155,0.227,0.0,0.0,0.39,https://open.spotify.com/track/5BgnL6gHauuvxe4Ok6W1aC,4
Boat,Ed Sheeran,0.47,0.203,-8.676,0.037,0.758,0.0,0.325,https://open.spotify.com/track/6jemILri7l5LuPhKs2nuXr,2
Go Hard,Lil Baby,0.849,0.581,-5.464,0.261,0.018,0.0,0.274,https://open.spotify.com/track/1IzJxbARcQrOWMZgPw1PNj,1
"0,440972222","Tiësto, Tate McRae",0.696,0.793,-5.733,0.097,0.068,0.0,0.698,https://open.spotify.com/track/36gcliMRX1vCpgnrZE3dFZ,0
People Pt.2 (feat. IU),"Agust D, IU",0.729,0.574,-4.779,0.059,0.391,0.0,0.438,https://open.spotify.com/track/41JPN7pZMTp1sumBOHOzHd,3
The Hills,The Weeknd,0.585,0.564,-7.063,0.052,0.067,0.0,0.137,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,4
Supernova,Saiko,0.725,0.743,-4.185,0.148,0.256,0.0,0.542,https://open.spotify.com/track/0zY2rypOdM8xmsf4tUyafF,0
Before You Go,Lewis Capaldi,0.459,0.575,-4.858,0.057,0.604,0.0,0.183,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,4
Locked out of Heaven,Bruno Mars,0.728,0.697,-4.125,0.046,0.056,0.0,0.87,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI,0
Blue Hair,TV Girl,0.751,0.72,-6.376,0.03,0.554,0.05,0.884,https://open.spotify.com/track/39sDitIeCMrVX2QyXHY46t,0
If We Ever Broke Up,Mae Stephens,0.898,0.732,-3.982,0.043,0.621,0.0,0.96,https://open.spotify.com/track/6maTPqynTmrkWIralgGaoP,0
ANTIFRAGILE,LE SSERAFIM,0.879,0.784,-3.944,0.081,0.076,0.0,0.83,https://open.spotify.com/track/0bMoNdAnxNR0OuQbGDovrr,0
Heather,Conan Gray,0.357,0.425,-7.301,0.033,0.584,0.0,0.27,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2
10:35,"Tiësto, Tate McRae",0.696,0.793,-5.733,0.097,0.068,0.0,0.698,https://open.spotify.com/track/36gcliMRX1vCpgnrZE3dFZ,0
Bombonzinho - Ao Vivo,"Israel & Rodolffo, A Castela",0.654,0.948,-3.672,0.055,0.3,0.0,0.706,https://open.spotify.com/track/0SCMVUZ21uYYB8cc0ScfbV,0
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",0.696,0.809,-8.254,0.05,0.252,0.0,0.857,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv,0
Call Out My me,The Weeknd,0.461,0.593,-4.954,0.036,0.17,0.0,0.175,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,4
Cupid â€“ Twin Ver. (FIFTY FIFTY) â€“ Sped Up Version,sped up 8282,0.737,0.725,-7.989,0.041,0.417,0.001,0.746,https://open.spotify.com/track/3B228N0GxfUCwPyfNcJxps,0
Don't Blame Me,Taylor Swift,0.615,0.534,-6.719,0.039,0.106,0.0,0.193,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE,4
Just Wan Rock,Lil Uzi Vert,0.486,0.545,-7.924,0.034,0.065,0.005,0.039,https://open.spotify.com/track/4FyesJzVpA39hbYvcseO2d,4
La Bebe,Yng Lvcas,0.775,0.465,-8.365,0.365,0.609,0.0,0.707,https://open.spotify.com/track/6odrHMSLjP3aOXC4ipKUC6,1
Miracle (with Ellie Goulding),Calvin Harris Ellie Goulding,0.636,0.869,-5.289,0.041,0.038,0.045,0.306,https://open.spotify.com/track/5eTaQYBE1yrActixMAeLcZ,4
Nosso Quadro,"AgroPlay, A Castela",0.691,0.708,-4.821,0.195,0.338,0.0,0.602,https://open.spotify.com/track/4uqJelb9THHmJ3OCohg4ZJ,0
Numb,Linkin Park,0.496,0.863,-4.153,0.038,0.005,0.0,0.243,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h,4
One Dance,"Drake, WizKid, Kyla",0.792,0.625,-5.609,0.054,0.008,0.002,0.37,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,3
Pink Venom,BLACKPINK,0.693,0.734,-6.189,0.202,0.015,0.0,0.708,https://open.spotify.com/track/5zwwW9Oq7ubSxoCGyW1nbY,0
Princess Dia (with Nicki Minaj),"Ice Spice, Nicki Minaj",0.898,0.676,-5.196,0.187,0.14,0.0,0.742,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV,0
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Ferndez",0.625,0.916,-3.704,0.046,0.309,0.0,0.746,https://open.spotify.com/track/3PH1nUysW7ybo3Yu8sqlPN,0
SP,Rosa Linn,0.565,0.636,-8.198,0.064,0.107,0.0,0.525,https://open.spotify.com/track/76OGwb5RA9h4FxQPT33ekc,4
Stargirl Interlude,"The Weeknd, La Del Rey",0.715,0.47,-12.638,0.077,0.353,0.092,0.426,https://open.spotify.com/track/5gDWsRxpJ2lZAffh5p7K0w,3
Watch This - ArizonaTears Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ArizonaTears",0.686,0.897,-0.00718,0.039,0.01,0.103,0.355,https://open.spotify.com/track/0FA4wrjDJvJTTU8AepZTup,4
Duas Três,"Guilherme & Benuto, A Castela, Adriano Rhod",0.656,0.842,-3.746,0.201,0.574,0.0,0.721,https://open.spotify.com/track/0redQHBfejmPUhonR5ppGC,0
